觀測站ID,觀測站,觀測站英文,日期,時間,年份,月份,日,時,雨量(mm),原始值
466881,新北,New Taipei,2024-10-20,07:00:00,2024,10,20,7,2.5,2.5
466881,新北,New Taipei,2024-10-20,08:00:00,2024,10,20,8,1.0,1.0
466881,新北,New Taipei,2024-10-20,09:00:00,2024,10,20,9,0.5,0.5
466881,新北,New Taipei,2024-10-20,10:00:00,2024,10,20,10,0.1,T
466881,新北,New Taipei,2024-10-20,11:00:00,2024,10,20,11,0.1,T
466881,新北,New Taipei,2024-10-20,12:00:00,2024,10,20,12,0.1,T
466881,新北,New Taipei,2024-10-20,13:00:00,2024,10,20,13,0.1,T
466881,新北,New Taipei,2024-10-20,14:00:00,2024,10,20,14,0.1,T
466881,新北,New Taipei,2024-10-20,15:00:00,2024,10,20,15,0.5,0.5
466881,新北,New Taipei,2024-10-20,16:00:00,2024,10,20,16,0.1,T
466881,新北,New Taipei,2024-10-20,17:00:00,2024,10,20,17,0.1,T
466881,新北,New Taipei,2024-10-20,18:00:00,2024,10,20,18,0.1,T
466881,新北,New Taipei,2024-10-20,19:00:00,2024,10,20,19,0.5,0.5
466881,新北,New Taipei,2024-10-20,20:00:00,2024,10,20,20,0.1,T
466881,新北,New Taipei,2024-10-20,21:00:00,2024,10,20,21,0.1,T
466881,新北,New Taipei,2024-10-20,22:00:00,2024,10,20,22,0.1,T
466881,新北,New Taipei,2024-10-21,22:00:00,2024,10,21,22,0.1,T
466881,新北,New Taipei,2024-10-21,23:00:00,2024,10,21,23,0.1,T
466881,新北,New Taipei,2024-10-22,00:00:00,2024,10,22,0,0.1,T
466881,新北,New Taipei,2024-10-22,01:00:00,2024,10,22,1,0.1,T
466881,新北,New Taipei,2024-10-22,15:00:00,2024,10,22,15,0.1,T
466881,新北,New Taipei,2024-10-22,16:00:00,2024,10,22,16,0.1,T
466881,新北,New Taipei,2024-10-22,17:00:00,2024,10,22,17,0.1,T
466881,新北,New Taipei,2024-10-22,18:00:00,2024,10,22,18,0.1,T
466881,新北,New Taipei,2024-10-22,19:00:00,2024,10,22,19,0.1,T
466881,新北,New Taipei,2024-10-22,20:00:00,2024,10,22,20,0.1,T
466881,新北,New Taipei,2024-10-22,21:00:00,2024,10,22,21,0.1,T
466881,新北,New Taipei,2024-10-22,22:00:00,2024,10,22,22,0.1,T
466881,新北,New Taipei,2024-10-22,23:00:00,2024,10,22,23,0.1,T
466881,新北,New Taipei,2024-10-23,00:00:00,2024,10,23,0,0.5,0.5
466881,新北,New Taipei,2024-10-23,01:00:00,2024,10,23,1,1.0,1.0
466881,新北,New Taipei,2024-10-23,02:00:00,2024,10,23,2,0.5,0.5
466881,新北,New Taipei,2024-10-23,03:00:00,2024,10,23,3,0.1,T
466881,新北,New Taipei,2024-10-23,04:00:00,2024,10,23,4,1.0,1.0
466881,新北,New Taipei,2024-10-23,05:00:00,2024,10,23,5,0.5,0.5
466881,新北,New Taipei,2024-10-23,06:00:00,2024,10,23,6,2.0,2.0
466881,新北,New Taipei,2024-10-23,07:00:00,2024,10,23,7,3.5,3.5
466881,新北,New Taipei,2024-10-23,08:00:00,2024,10,23,8,1.5,1.5
466881,新北,New Taipei,2024-10-23,09:00:00,2024,10,23,9,1.0,1.0
466881,新北,New Taipei,2024-10-23,10:00:00,2024,10,23,10,1.0,1.0
466881,新北,New Taipei,2024-10-23,11:00:00,2024,10,23,11,0.5,0.5
466881,新北,New Taipei,2024-10-23,12:00:00,2024,10,23,12,0.1,T
466881,新北,New Taipei,2024-10-23,13:00:00,2024,10,23,13,0.5,0.5
466881,新北,New Taipei,2024-10-23,14:00:00,2024,10,23,14,0.1,T
466881,新北,New Taipei,2024-10-23,15:00:00,2024,10,23,15,0.5,0.5
466881,新北,New Taipei,2024-10-23,16:00:00,2024,10,23,16,1.0,1.0
466881,新北,New Taipei,2024-10-23,17:00:00,2024,10,23,17,1.0,1.0
466881,新北,New Taipei,2024-10-23,18:00:00,2024,10,23,18,1.5,1.5
466881,新北,New Taipei,2024-10-23,19:00:00,2024,10,23,19,0.5,0.5
466881,新北,New Taipei,2024-10-23,20:00:00,2024,10,23,20,0.5,0.5
466881,新北,New Taipei,2024-10-23,21:00:00,2024,10,23,21,0.5,0.5
466881,新北,New Taipei,2024-10-23,22:00:00,2024,10,23,22,2.5,2.5
466881,新北,New Taipei,2024-10-23,23:00:00,2024,10,23,23,0.5,0.5
466881,新北,New Taipei,2024-10-24,00:00:00,2024,10,24,0,1.0,1.0
466881,新北,New Taipei,2024-10-24,01:00:00,2024,10,24,1,5.0,5.0
466881,新北,New Taipei,2024-10-24,02:00:00,2024,10,24,2,2.5,2.5
466881,新北,New Taipei,2024-10-24,03:00:00,2024,10,24,3,1.0,1.0
466881,新北,New Taipei,2024-10-24,04:00:00,2024,10,24,4,0.5,0.5
466881,新北,New Taipei,2024-10-24,05:00:00,2024,10,24,5,1.5,1.5
466881,新北,New Taipei,2024-10-24,06:00:00,2024,10,24,6,0.5,0.5
466881,新北,New Taipei,2024-10-24,07:00:00,2024,10,24,7,1.0,1.0
466881,新北,New Taipei,2024-10-24,08:00:00,2024,10,24,8,3.5,3.5
466881,新北,New Taipei,2024-10-24,09:00:00,2024,10,24,9,1.0,1.0
466881,新北,New Taipei,2024-10-24,10:00:00,2024,10,24,10,1.5,1.5
466881,新北,New Taipei,2024-10-24,11:00:00,2024,10,24,11,3.5,3.5
466881,新北,New Taipei,2024-10-24,12:00:00,2024,10,24,12,2.5,2.5
466881,新北,New Taipei,2024-10-24,13:00:00,2024,10,24,13,1.5,1.5
466881,新北,New Taipei,2024-10-24,14:00:00,2024,10,24,14,1.0,1.0
466881,新北,New Taipei,2024-10-24,15:00:00,2024,10,24,15,2.0,2.0
466881,新北,New Taipei,2024-10-24,16:00:00,2024,10,24,16,1.0,1.0
466881,新北,New Taipei,2024-10-24,17:00:00,2024,10,24,17,4.0,4.0
466881,新北,New Taipei,2024-10-24,18:00:00,2024,10,24,18,1.5,1.5
466881,新北,New Taipei,2024-10-24,19:00:00,2024,10,24,19,2.0,2.0
466881,新北,New Taipei,2024-10-24,20:00:00,2024,10,24,20,2.0,2.0
466881,新北,New Taipei,2024-10-24,21:00:00,2024,10,24,21,3.0,3.0
466881,新北,New Taipei,2024-10-24,22:00:00,2024,10,24,22,1.5,1.5
466881,新北,New Taipei,2024-10-24,23:00:00,2024,10,24,23,3.0,3.0
466881,新北,New Taipei,2024-10-25,00:00:00,2024,10,25,0,2.5,2.5
466881,新北,New Taipei,2024-10-25,01:00:00,2024,10,25,1,3.0,3.0
466881,新北,New Taipei,2024-10-25,02:00:00,2024,10,25,2,3.5,3.5
466881,新北,New Taipei,2024-10-25,03:00:00,2024,10,25,3,2.0,2.0
466881,新北,New Taipei,2024-10-25,04:00:00,2024,10,25,4,1.0,1.0
466881,新北,New Taipei,2024-10-25,05:00:00,2024,10,25,5,0.5,0.5
466881,新北,New Taipei,2024-10-25,06:00:00,2024,10,25,6,0.5,0.5
466881,新北,New Taipei,2024-10-25,07:00:00,2024,10,25,7,1.0,1.0
466881,新北,New Taipei,2024-10-25,08:00:00,2024,10,25,8,0.1,T
466881,新北,New Taipei,2024-10-25,09:00:00,2024,10,25,9,0.5,0.5
466881,新北,New Taipei,2024-10-25,10:00:00,2024,10,25,10,5.0,5.0
466881,新北,New Taipei,2024-10-25,11:00:00,2024,10,25,11,1.0,1.0
466881,新北,New Taipei,2024-10-25,12:00:00,2024,10,25,12,2.0,2.0
466881,新北,New Taipei,2024-10-27,19:00:00,2024,10,27,19,0.1,T
466881,新北,New Taipei,2024-10-27,20:00:00,2024,10,27,20,0.5,0.5
466881,新北,New Taipei,2024-10-27,21:00:00,2024,10,27,21,0.1,T
466881,新北,New Taipei,2024-10-27,23:00:00,2024,10,27,23,0.1,T
466881,新北,New Taipei,2024-10-28,00:00:00,2024,10,28,0,0.1,T
466881,新北,New Taipei,2024-10-28,01:00:00,2024,10,28,1,2.0,2.0
466881,新北,New Taipei,2024-10-28,02:00:00,2024,10,28,2,2.5,2.5
466881,新北,New Taipei,2024-10-28,03:00:00,2024,10,28,3,0.5,0.5
466881,新北,New Taipei,2024-10-28,04:00:00,2024,10,28,4,0.1,T
466881,新北,New Taipei,2024-10-28,05:00:00,2024,10,28,5,1.5,1.5
466881,新北,New Taipei,2024-10-28,06:00:00,2024,10,28,6,1.0,1.0
466881,新北,New Taipei,2024-10-28,07:00:00,2024,10,28,7,0.1,T
466881,新北,New Taipei,2024-10-28,08:00:00,2024,10,28,8,0.5,0.5
466881,新北,New Taipei,2024-10-28,09:00:00,2024,10,28,9,0.1,T
466881,新北,New Taipei,2024-10-28,10:00:00,2024,10,28,10,0.5,0.5
466881,新北,New Taipei,2024-10-28,11:00:00,2024,10,28,11,0.1,T
466881,新北,New Taipei,2024-10-28,12:00:00,2024,10,28,12,0.1,T
466881,新北,New Taipei,2024-10-28,17:00:00,2024,10,28,17,0.1,T
466881,新北,New Taipei,2024-10-28,18:00:00,2024,10,28,18,0.1,T
466881,新北,New Taipei,2024-10-28,19:00:00,2024,10,28,19,0.1,T
466881,新北,New Taipei,2024-10-28,20:00:00,2024,10,28,20,0.1,T
466881,新北,New Taipei,2024-10-28,21:00:00,2024,10,28,21,0.1,T
466881,新北,New Taipei,2024-10-28,22:00:00,2024,10,28,22,1.5,1.5
466881,新北,New Taipei,2024-10-28,23:00:00,2024,10,28,23,2.0,2.0
466881,新北,New Taipei,2024-10-29,00:00:00,2024,10,29,0,0.1,T
466881,新北,New Taipei,2024-10-29,01:00:00,2024,10,29,1,0.5,0.5
466881,新北,New Taipei,2024-10-29,02:00:00,2024,10,29,2,0.5,0.5
466881,新北,New Taipei,2024-10-29,03:00:00,2024,10,29,3,2.0,2.0
466881,新北,New Taipei,2024-10-29,04:00:00,2024,10,29,4,4.5,4.5
466881,新北,New Taipei,2024-10-29,05:00:00,2024,10,29,5,0.5,0.5
466881,新北,New Taipei,2024-10-29,06:00:00,2024,10,29,6,2.0,2.0
466881,新北,New Taipei,2024-10-29,07:00:00,2024,10,29,7,1.0,1.0
466881,新北,New Taipei,2024-10-29,08:00:00,2024,10,29,8,0.1,T
466881,新北,New Taipei,2024-10-29,09:00:00,2024,10,29,9,0.1,T
466881,新北,New Taipei,2024-10-29,10:00:00,2024,10,29,10,0.5,0.5
466881,新北,New Taipei,2024-10-29,13:00:00,2024,10,29,13,0.1,T
466881,新北,New Taipei,2024-10-29,14:00:00,2024,10,29,14,0.5,0.5
466881,新北,New Taipei,2024-10-29,15:00:00,2024,10,29,15,0.5,0.5
466881,新北,New Taipei,2024-10-29,16:00:00,2024,10,29,16,0.5,0.5
466881,新北,New Taipei,2024-10-29,17:00:00,2024,10,29,17,0.5,0.5
466881,新北,New Taipei,2024-10-29,18:00:00,2024,10,29,18,0.5,0.5
466881,新北,New Taipei,2024-10-29,19:00:00,2024,10,29,19,0.1,T
466881,新北,New Taipei,2024-10-29,21:00:00,2024,10,29,21,0.1,T
466881,新北,New Taipei,2024-10-29,22:00:00,2024,10,29,22,0.1,T
466881,新北,New Taipei,2024-10-30,01:00:00,2024,10,30,1,0.5,0.5
466881,新北,New Taipei,2024-10-30,03:00:00,2024,10,30,3,0.1,T
466881,新北,New Taipei,2024-10-30,04:00:00,2024,10,30,4,0.1,T
466881,新北,New Taipei,2024-10-30,05:00:00,2024,10,30,5,0.5,0.5
466881,新北,New Taipei,2024-10-30,06:00:00,2024,10,30,6,1.5,1.5
466881,新北,New Taipei,2024-10-30,07:00:00,2024,10,30,7,0.5,0.5
466881,新北,New Taipei,2024-10-30,08:00:00,2024,10,30,8,1.5,1.5
466881,新北,New Taipei,2024-10-30,09:00:00,2024,10,30,9,0.5,0.5
466881,新北,New Taipei,2024-10-30,10:00:00,2024,10,30,10,1.5,1.5
466881,新北,New Taipei,2024-10-30,11:00:00,2024,10,30,11,1.5,1.5
466881,新北,New Taipei,2024-10-30,12:00:00,2024,10,30,12,0.5,0.5
466881,新北,New Taipei,2024-10-30,13:00:00,2024,10,30,13,1.0,1.0
466881,新北,New Taipei,2024-10-30,14:00:00,2024,10,30,14,2.0,2.0
466881,新北,New Taipei,2024-10-30,15:00:00,2024,10,30,15,2.5,2.5
466881,新北,New Taipei,2024-10-30,16:00:00,2024,10,30,16,3.0,3.0
466881,新北,New Taipei,2024-10-30,17:00:00,2024,10,30,17,1.5,1.5
466881,新北,New Taipei,2024-10-30,18:00:00,2024,10,30,18,2.5,2.5
466881,新北,New Taipei,2024-10-30,19:00:00,2024,10,30,19,1.5,1.5
466881,新北,New Taipei,2024-10-30,20:00:00,2024,10,30,20,4.0,4.0
466881,新北,New Taipei,2024-10-30,21:00:00,2024,10,30,21,7.5,7.5
466881,新北,New Taipei,2024-10-30,22:00:00,2024,10,30,22,10.5,10.5
466881,新北,New Taipei,2024-10-30,23:00:00,2024,10,30,23,19.0,19.0
466881,新北,New Taipei,2024-10-31,00:00:00,2024,10,31,0,14.0,14.0
466881,新北,New Taipei,2024-10-31,01:00:00,2024,10,31,1,4.5,4.5
466881,新北,New Taipei,2024-10-31,02:00:00,2024,10,31,2,30.0,30.0
466881,新北,New Taipei,2024-10-31,03:00:00,2024,10,31,3,6.0,6.0
466881,新北,New Taipei,2024-10-31,04:00:00,2024,10,31,4,16.0,16.0
466881,新北,New Taipei,2024-10-31,05:00:00,2024,10,31,5,24.0,24.0
466881,新北,New Taipei,2024-10-31,06:00:00,2024,10,31,6,29.5,29.5
466881,新北,New Taipei,2024-10-31,07:00:00,2024,10,31,7,8.0,8.0
466881,新北,New Taipei,2024-10-31,08:00:00,2024,10,31,8,5.0,5.0
466881,新北,New Taipei,2024-10-31,09:00:00,2024,10,31,9,2.0,2.0
466881,新北,New Taipei,2024-10-31,10:00:00,2024,10,31,10,10.0,10.0
466881,新北,New Taipei,2024-10-31,11:00:00,2024,10,31,11,14.0,14.0
466881,新北,New Taipei,2024-10-31,12:00:00,2024,10,31,12,8.0,8.0
466881,新北,New Taipei,2024-10-31,13:00:00,2024,10,31,13,11.5,11.5
466881,新北,New Taipei,2024-10-31,14:00:00,2024,10,31,14,10.0,10.0
466881,新北,New Taipei,2024-10-31,15:00:00,2024,10,31,15,10.0,10.0
466881,新北,New Taipei,2024-10-31,16:00:00,2024,10,31,16,12.5,12.5
466881,新北,New Taipei,2024-10-31,17:00:00,2024,10,31,17,15.0,15.0
466881,新北,New Taipei,2024-10-31,18:00:00,2024,10,31,18,7.5,7.5
466881,新北,New Taipei,2024-10-31,19:00:00,2024,10,31,19,5.0,5.0
466881,新北,New Taipei,2024-10-31,20:00:00,2024,10,31,20,2.5,2.5
466881,新北,New Taipei,2024-10-31,21:00:00,2024,10,31,21,2.0,2.0
466881,新北,New Taipei,2024-10-31,22:00:00,2024,10,31,22,0.1,T
466881,新北,New Taipei,2024-10-31,23:00:00,2024,10,31,23,0.1,T
466881,新北,New Taipei,2024-11-01,00:00:00,2024,11,1,0,0.5,0.5
466881,新北,New Taipei,2024-11-01,03:00:00,2024,11,1,3,0.1,T
466881,新北,New Taipei,2024-11-01,04:00:00,2024,11,1,4,0.5,0.5
466881,新北,New Taipei,2024-11-01,05:00:00,2024,11,1,5,0.1,T
466881,新北,New Taipei,2024-11-01,06:00:00,2024,11,1,6,0.1,T
466881,新北,New Taipei,2024-11-01,07:00:00,2024,11,1,7,0.1,T
466881,新北,New Taipei,2024-11-01,08:00:00,2024,11,1,8,0.1,T
466881,新北,New Taipei,2024-11-01,09:00:00,2024,11,1,9,1.0,1.0
466881,新北,New Taipei,2024-11-01,10:00:00,2024,11,1,10,0.1,T
466881,新北,New Taipei,2024-11-01,11:00:00,2024,11,1,11,0.5,0.5
466881,新北,New Taipei,2024-11-01,17:00:00,2024,11,1,17,0.1,T
466881,新北,New Taipei,2024-11-01,18:00:00,2024,11,1,18,0.1,T
466881,新北,New Taipei,2024-11-01,19:00:00,2024,11,1,19,0.1,T
466881,新北,New Taipei,2024-11-01,20:00:00,2024,11,1,20,0.1,T
466881,新北,New Taipei,2024-11-02,09:00:00,2024,11,2,9,0.1,T
466881,新北,New Taipei,2024-11-02,10:00:00,2024,11,2,10,0.1,T
466881,新北,New Taipei,2024-11-04,13:00:00,2024,11,4,13,0.1,T
466881,新北,New Taipei,2024-11-05,03:00:00,2024,11,5,3,0.1,T
466881,新北,New Taipei,2024-11-05,04:00:00,2024,11,5,4,0.1,T
466881,新北,New Taipei,2024-11-05,05:00:00,2024,11,5,5,0.1,T
466881,新北,New Taipei,2024-11-05,06:00:00,2024,11,5,6,0.1,T
466881,新北,New Taipei,2024-11-05,07:00:00,2024,11,5,7,1.5,1.5
466881,新北,New Taipei,2024-11-05,08:00:00,2024,11,5,8,1.5,1.5
466881,新北,New Taipei,2024-11-05,09:00:00,2024,11,5,9,0.1,T
466881,新北,New Taipei,2024-11-05,10:00:00,2024,11,5,10,1.5,1.5
466881,新北,New Taipei,2024-11-05,11:00:00,2024,11,5,11,0.1,T
466881,新北,New Taipei,2024-11-05,12:00:00,2024,11,5,12,0.5,0.5
466881,新北,New Taipei,2024-11-05,13:00:00,2024,11,5,13,1.0,1.0
466881,新北,New Taipei,2024-11-05,14:00:00,2024,11,5,14,0.5,0.5
466881,新北,New Taipei,2024-11-05,15:00:00,2024,11,5,15,0.1,T
466881,新北,New Taipei,2024-11-05,16:00:00,2024,11,5,16,1.0,1.0
466881,新北,New Taipei,2024-11-05,17:00:00,2024,11,5,17,3.5,3.5
466881,新北,New Taipei,2024-11-05,18:00:00,2024,11,5,18,1.0,1.0
466881,新北,New Taipei,2024-11-05,19:00:00,2024,11,5,19,0.1,T
466881,新北,New Taipei,2024-11-05,20:00:00,2024,11,5,20,0.1,T
466881,新北,New Taipei,2024-11-05,21:00:00,2024,11,5,21,0.5,0.5
466881,新北,New Taipei,2024-11-05,22:00:00,2024,11,5,22,1.0,1.0
466881,新北,New Taipei,2024-11-05,23:00:00,2024,11,5,23,0.5,0.5
466881,新北,New Taipei,2024-11-06,00:00:00,2024,11,6,0,0.5,0.5
466881,新北,New Taipei,2024-11-06,01:00:00,2024,11,6,1,0.1,T
466881,新北,New Taipei,2024-11-06,04:00:00,2024,11,6,4,0.1,T
466881,新北,New Taipei,2024-11-06,05:00:00,2024,11,6,5,0.1,T
466881,新北,New Taipei,2024-11-06,07:00:00,2024,11,6,7,0.1,T
466881,新北,New Taipei,2024-11-06,08:00:00,2024,11,6,8,0.1,T
466881,新北,New Taipei,2024-11-06,09:00:00,2024,11,6,9,0.1,T
466881,新北,New Taipei,2024-11-06,10:00:00,2024,11,6,10,0.1,T
466881,新北,New Taipei,2024-11-06,11:00:00,2024,11,6,11,0.1,T
466881,新北,New Taipei,2024-11-06,12:00:00,2024,11,6,12,0.1,T
466881,新北,New Taipei,2024-11-06,13:00:00,2024,11,6,13,0.1,T
466881,新北,New Taipei,2024-11-06,14:00:00,2024,11,6,14,0.1,T
466881,新北,New Taipei,2024-11-06,15:00:00,2024,11,6,15,0.1,T
466881,新北,New Taipei,2024-11-06,19:00:00,2024,11,6,19,0.1,T
466881,新北,New Taipei,2024-11-06,20:00:00,2024,11,6,20,0.1,T
466881,新北,New Taipei,2024-11-07,07:00:00,2024,11,7,7,0.1,T
466881,新北,New Taipei,2024-11-07,09:00:00,2024,11,7,9,0.1,T
466881,新北,New Taipei,2024-11-07,10:00:00,2024,11,7,10,0.1,T
466881,新北,New Taipei,2024-11-07,20:00:00,2024,11,7,20,0.1,T
466881,新北,New Taipei,2024-11-07,21:00:00,2024,11,7,21,0.1,T
466881,新北,New Taipei,2024-11-07,22:00:00,2024,11,7,22,0.1,T
466881,新北,New Taipei,2024-11-07,23:00:00,2024,11,7,23,0.1,T
466881,新北,New Taipei,2024-11-08,00:00:00,2024,11,8,0,0.1,T
466881,新北,New Taipei,2024-11-08,01:00:00,2024,11,8,1,0.1,T
466881,新北,New Taipei,2024-11-08,03:00:00,2024,11,8,3,0.1,T
466881,新北,New Taipei,2024-11-08,05:00:00,2024,11,8,5,0.1,T
466881,新北,New Taipei,2024-11-08,14:00:00,2024,11,8,14,0.1,T
466881,新北,New Taipei,2024-11-08,15:00:00,2024,11,8,15,0.1,T
466881,新北,New Taipei,2024-11-08,16:00:00,2024,11,8,16,0.1,T
466881,新北,New Taipei,2024-11-08,17:00:00,2024,11,8,17,0.1,T
466881,新北,New Taipei,2024-11-08,18:00:00,2024,11,8,18,0.5,0.5
466881,新北,New Taipei,2024-11-08,19:00:00,2024,11,8,19,0.1,T
466881,新北,New Taipei,2024-11-08,20:00:00,2024,11,8,20,0.1,T
466881,新北,New Taipei,2024-11-08,21:00:00,2024,11,8,21,0.1,T
466881,新北,New Taipei,2024-11-08,22:00:00,2024,11,8,22,0.1,T
466881,新北,New Taipei,2024-11-08,23:00:00,2024,11,8,23,0.1,T
466881,新北,New Taipei,2024-11-09,00:00:00,2024,11,9,0,0.1,T
466881,新北,New Taipei,2024-11-09,01:00:00,2024,11,9,1,0.1,T
466881,新北,New Taipei,2024-11-09,02:00:00,2024,11,9,2,0.5,0.5
466881,新北,New Taipei,2024-11-09,03:00:00,2024,11,9,3,0.5,0.5
466881,新北,New Taipei,2024-11-09,04:00:00,2024,11,9,4,1.0,1.0
466881,新北,New Taipei,2024-11-09,05:00:00,2024,11,9,5,1.0,1.0
466881,新北,New Taipei,2024-11-09,06:00:00,2024,11,9,6,0.5,0.5
466881,新北,New Taipei,2024-11-09,07:00:00,2024,11,9,7,0.5,0.5
466881,新北,New Taipei,2024-11-09,08:00:00,2024,11,9,8,0.5,0.5
466881,新北,New Taipei,2024-11-09,09:00:00,2024,11,9,9,1.0,1.0
466881,新北,New Taipei,2024-11-09,10:00:00,2024,11,9,10,0.1,T
466881,新北,New Taipei,2024-11-09,11:00:00,2024,11,9,11,0.5,0.5
466881,新北,New Taipei,2024-11-09,12:00:00,2024,11,9,12,0.1,T
466881,新北,New Taipei,2024-11-09,13:00:00,2024,11,9,13,0.1,T
466881,新北,New Taipei,2024-11-09,14:00:00,2024,11,9,14,0.1,T
466881,新北,New Taipei,2024-11-09,15:00:00,2024,11,9,15,0.1,T
466881,新北,New Taipei,2024-11-09,16:00:00,2024,11,9,16,0.1,T
466881,新北,New Taipei,2024-11-09,17:00:00,2024,11,9,17,0.1,T
466881,新北,New Taipei,2024-11-09,18:00:00,2024,11,9,18,0.1,T
466881,新北,New Taipei,2024-11-09,19:00:00,2024,11,9,19,0.1,T
466881,新北,New Taipei,2024-11-09,21:00:00,2024,11,9,21,0.1,T
466881,新北,New Taipei,2024-11-10,03:00:00,2024,11,10,3,0.1,T
466881,新北,New Taipei,2024-11-10,04:00:00,2024,11,10,4,0.1,T
466881,新北,New Taipei,2024-11-10,05:00:00,2024,11,10,5,0.5,0.5
466881,新北,New Taipei,2024-11-10,06:00:00,2024,11,10,6,0.1,T
466881,新北,New Taipei,2024-11-10,07:00:00,2024,11,10,7,0.1,T
466881,新北,New Taipei,2024-11-10,08:00:00,2024,11,10,8,1.0,1.0
466881,新北,New Taipei,2024-11-10,09:00:00,2024,11,10,9,0.1,T
466881,新北,New Taipei,2024-11-10,10:00:00,2024,11,10,10,1.0,1.0
466881,新北,New Taipei,2024-11-10,11:00:00,2024,11,10,11,0.1,T
466881,新北,New Taipei,2024-11-10,12:00:00,2024,11,10,12,0.1,T
466881,新北,New Taipei,2024-11-10,13:00:00,2024,11,10,13,0.1,T
466881,新北,New Taipei,2024-11-10,14:00:00,2024,11,10,14,0.1,T
466881,新北,New Taipei,2024-11-10,16:00:00,2024,11,10,16,0.1,T
466881,新北,New Taipei,2024-11-10,17:00:00,2024,11,10,17,0.1,T
466881,新北,New Taipei,2024-11-10,22:00:00,2024,11,10,22,0.1,T
466881,新北,New Taipei,2024-11-11,02:00:00,2024,11,11,2,0.1,T
466881,新北,New Taipei,2024-11-11,03:00:00,2024,11,11,3,0.1,T
466881,新北,New Taipei,2024-11-11,04:00:00,2024,11,11,4,0.1,T
466881,新北,New Taipei,2024-11-11,05:00:00,2024,11,11,5,0.5,0.5
466881,新北,New Taipei,2024-11-11,06:00:00,2024,11,11,6,0.5,0.5
466881,新北,New Taipei,2024-11-11,07:00:00,2024,11,11,7,0.5,0.5
466881,新北,New Taipei,2024-11-11,08:00:00,2024,11,11,8,1.0,1.0
466881,新北,New Taipei,2024-11-11,09:00:00,2024,11,11,9,0.5,0.5
466881,新北,New Taipei,2024-11-11,10:00:00,2024,11,11,10,0.1,T
466881,新北,New Taipei,2024-11-11,12:00:00,2024,11,11,12,0.5,0.5
466881,新北,New Taipei,2024-11-11,19:00:00,2024,11,11,19,0.1,T
466881,新北,New Taipei,2024-11-11,22:00:00,2024,11,11,22,0.1,T
466881,新北,New Taipei,2024-11-11,23:00:00,2024,11,11,23,0.1,T
466881,新北,New Taipei,2024-11-12,00:00:00,2024,11,12,0,0.1,T
466881,新北,New Taipei,2024-11-12,01:00:00,2024,11,12,1,0.1,T
466881,新北,New Taipei,2024-11-12,02:00:00,2024,11,12,2,0.1,T
466881,新北,New Taipei,2024-11-12,03:00:00,2024,11,12,3,0.1,T
466881,新北,New Taipei,2024-11-12,05:00:00,2024,11,12,5,0.1,T
466881,新北,New Taipei,2024-11-12,07:00:00,2024,11,12,7,0.1,T
466881,新北,New Taipei,2024-11-12,09:00:00,2024,11,12,9,0.1,T
466881,新北,New Taipei,2024-11-12,10:00:00,2024,11,12,10,0.1,T
466881,新北,New Taipei,2024-11-12,11:00:00,2024,11,12,11,0.5,0.5
466881,新北,New Taipei,2024-11-12,12:00:00,2024,11,12,12,0.1,T
466881,新北,New Taipei,2024-11-12,13:00:00,2024,11,12,13,0.5,0.5
466881,新北,New Taipei,2024-11-12,14:00:00,2024,11,12,14,0.5,0.5
466881,新北,New Taipei,2024-11-12,15:00:00,2024,11,12,15,0.1,T
466881,新北,New Taipei,2024-11-12,16:00:00,2024,11,12,16,0.1,T
466881,新北,New Taipei,2024-11-12,17:00:00,2024,11,12,17,0.5,0.5
466881,新北,New Taipei,2024-11-12,18:00:00,2024,11,12,18,0.1,T
466881,新北,New Taipei,2024-11-12,19:00:00,2024,11,12,19,1.0,1.0
466881,新北,New Taipei,2024-11-12,20:00:00,2024,11,12,20,0.1,T
466881,新北,New Taipei,2024-11-12,21:00:00,2024,11,12,21,0.5,0.5
466881,新北,New Taipei,2024-11-12,22:00:00,2024,11,12,22,1.0,1.0
466881,新北,New Taipei,2024-11-12,23:00:00,2024,11,12,23,1.0,1.0
466881,新北,New Taipei,2024-11-13,00:00:00,2024,11,13,0,0.1,T
466881,新北,New Taipei,2024-11-13,01:00:00,2024,11,13,1,0.1,T
466881,新北,New Taipei,2024-11-13,02:00:00,2024,11,13,2,0.1,T
466881,新北,New Taipei,2024-11-13,03:00:00,2024,11,13,3,0.1,T
466881,新北,New Taipei,2024-11-13,04:00:00,2024,11,13,4,0.5,0.5
466881,新北,New Taipei,2024-11-13,05:00:00,2024,11,13,5,0.1,T
466881,新北,New Taipei,2024-11-13,07:00:00,2024,11,13,7,0.1,T
466881,新北,New Taipei,2024-11-13,08:00:00,2024,11,13,8,0.1,T
466881,新北,New Taipei,2024-11-13,09:00:00,2024,11,13,9,0.5,0.5
466881,新北,New Taipei,2024-11-13,19:00:00,2024,11,13,19,0.1,T
466881,新北,New Taipei,2024-11-13,21:00:00,2024,11,13,21,0.1,T
466881,新北,New Taipei,2024-11-15,23:00:00,2024,11,15,23,0.1,T
466881,新北,New Taipei,2024-11-16,00:00:00,2024,11,16,0,0.1,T
466881,新北,New Taipei,2024-11-16,06:00:00,2024,11,16,6,0.1,T
466881,新北,New Taipei,2024-11-16,07:00:00,2024,11,16,7,0.1,T
466881,新北,New Taipei,2024-11-16,10:00:00,2024,11,16,10,0.1,T
